videoid,comments,sentiment
udnGW3E1vxY,this song makes me miss my ex,0
TLfwSd-tLcM,Who else ships them?,0
fUtlqtdn1Xo,Wish I can hold my breath that long,1
nvAhI3ZjnjU,YOU AINT GON PUT ME IN NO FORD FOCUS,0
l7yxJDFvTRM,The new generation is dumb but not the kid in the video she still new to the hell we call earth,-1
D1IBXE2G6zw,"For Puerto Rico, Boricua all day, Love and Prayers to my people.
",1
MAaOyRot_2s,don't mess with Gordon or he will smash your face in.,0
rjINNeC0DFA,Damn.,-1
R8NeB10INDo,i'm sure that you could do a movie if u keep doing such an amazing work,1
lIY6zFL95hE,"Frank grillo wouldve been way better for the role, jon bernthal acts the same in everything hes in. Looks great anyways",1
Lf3ER5Ope_s,"So basically this painting was like the first meme, and all memes of this painting are inception memes.",1
F2uJvwiSZAQ,"I wonder how much it cost to redo, edit, and cut all of those scenes?",0
YYmlI7yT9cg,Sounds like a song John Newman should be singing,1
rFFo-0v_vi4,Wow,1
AEaKrq3SpW8,"A) I might have downloaded this onto a usb and watched it on a computer completely isolated from the internet, you dont know!  B) there are 256 comments right now :)",-1
3iKiBx7oCP0,"What the fuck is this shit that I just watched, fuck me I need to go drink some VB and belt my wife",-1
CBzY0xfrHVQ,Thats how you own the SNL stage. amazing,1
mNGGfLV3amY,"Idk why, but I miss you guys living in Hong Kong!",0
PLyMj7k5Ths,Brandon is just fiinnnneee,0
LcZ2AuvxXNA,where's panda,0
fAuUd1HiWe4,C U T E,0
P00HMxdsVZI,I stumbled across your phone song cos it was so funny but your music is legit so amazing! This was fucking fantastic seriously amazing stuff,1
ypXwioZXUrE,"Is it ok to think that we should act fake so we don't put others down or bore them? I feel like we are our own individuals and that we can choose how we want to feel, but a lot of people do not think that way and expect others to entertain them or serve their interest the way they want.",1
RrmGrkuiY50,It sad that we had to wait until you broke up just to listen to another master piece like this one. I'll miss you guys :'(,-1
#NAME?,Pepper X is a good name. Doesn't need any changing,1
CuXq1hOa8_Y,This alleged terror attack is a FAKE STAGED HOAX DRILL committed by the Government & reported by the corrupt complicit mainstream media as a real event. Crisis actors used as victims & eye witnesses. ,-1
gG7JEFWQ_18,"Im not a podcast person, personally,  but if you end up making a podcast then cool cool, maybe you could (also?) do something like a weekly video of something youre happy that you tried or are proud of doing, something that reinforces something positive that you can share with us (:",1
QGEt1UctaO4,My God!!!!! The Getafe stadium is full!!!!! The end is near!!!! Make a wish!!!!!!,1
t3AVtQkEHaE,We need a music video for yellow,0
xBU77C4cpTk,Ok butt are you and Bret not Together anymore?????,0
YNooxN3AzBw,giv me da franki b0ss,0
fBR-MFpVKuc,Sean's willingness to learn while asking questions is quite remarkable keep up the good work man.,1
equByOb9j5E,"what a terrible dumb person to do this,  childish behaviour and all those injuries to people, I saw a couple lad with guys jeans split and loads more with shoes missing,  the initial blast must have been fierce , they all deserve 6 months test and up to 7k in compensation claims",-1
lBspB4K-F-c,"Great! Can't wait to see what kind of bee nightmare I'll have tonight. Gee, thanks! ",1
lvZCzP-7JV8,This shit fire asap on blast when you high,-1
XM23h-eJ08A,Roman Atwood,0
zhtliiCSYb8,You should make a diy Llama costume,0
nrzbCPOcIJk,Can I just say that I was more impressed by you wearing a return tag attached to your clothing... for a whole week :D,1
t8sgy0faXyg,Axl you are the fucking master,0
JzwC0Ay7Afk,Beautiful baby,1
VUAP3ifwAl0,Luv your stuff!,0
VAKs3gaNGqo,Hair looks unreal!,0
cWL4eiCR8FM,"Idk if this would work, just a thought though, try using warm water for the sugar skulls. I just thought because sugar dissolves in warm water and can melt cause candy and junk, it would work better in warm/hot water.",1
GMMigjW3q78,"That was some seriously fake shit right there.  Anyone who actually believes that was not a work, I have some prime real estate on the moon to sell you. Dirt cheap.",-1
XM23h-eJ08A,Liverpools team with dude perfect will be legit the best video in the world for me,1
_PRvi816UkA,I like your videos...but I suggest something...you explain everything really well...no need to re-explain when you try them on...you takes ages on every item...loved everything you picked up...,1
OCtCmqoP2RI,thank you for having english subs  BT21 FIGHTING ! BTS FIGHTING ! LINE FRIENDS FIGHTING !,0
SmTvoFcy4_Q,"Swiss rolls are awesome and super tasty so it's awesome that you made a video with this recipe, but you can tell that it's def not perfect. Swiss rolls should be round and the spiral should stand out well otherwise the cake part might not have been made right which is totes fine for just eating with family, but you want to impress your mates right? ;)",1
jehAZhrI7oA,i'm surprised nobody is talking about all the winks and nods to a nightmare on elm street in this film.,0
i9bkKw32dGw,"I know that Sonic 3 (& Knuckles) has something sort if like that. It happened when I was using the debug. After doing many bugs with the debug, I can say that when a error happens in Sonic 3&K, the game would automatically Soft Reset back to the SEGA logo and title screen. It doesnt give a message of why it crashed, but the game has a anti-crash/lockup system to it.",0
IFKkcaj0kAE,that lip thing gives me the uncomfortable feels,-1
LLGENw4C1jk,Are y'all blind. He  got benched as a back up quarterback way BEFORE he starting kneeling. Why don't anyone remember this? He underperformed during practices WAY BEFORE he starting kneeling during  the anthem. So please.....lets cut the BULL CRAP AND THE FAKE HYSTERIA.,-1
KQc7a_5G0pI,You earned a like when he said welcome to Krispy kreame donuts,1
nivfxoep6Rs,IM BACK!!! What I miss? ( I left when baby came) OH!!! There's a cat!!!!,0
LAs5AqpMn4E,Maybe the engineers from Prometheus / Alien Covenant are replicants that created the aliens so that replicants could kill off all humans.,-1
abeF5zQbQEM,is the screenshot in his videos? for this week or is it in someone elses xD,1
_cu4FHyCcT8,Hello again Dave I love your life hacks they really seem interesting,1
Z0mzCVe_onw,I still want to know about them boys amaleh,0
0hLx_1Q15eY,This was a waste....,-1
Itd_DFAw8OE,Stop,0
gDFZS0BVsBY,I loved,1
1wwwXCQyIRA,I have oily skin and this foundation broke me out really badly. I loved the finish and how it wore on my skin but I cannot use it. Does anyone have the same problem with the foundation?,-1
HqHQFm5L6Zc,Can yo please take this to one of those flash restaurants or hotels were an usher will park you car for you. just give them your keys and sit back and laugh. This would be awesome to watch.,1
IUkNNDg18mY,I really wanted to see how the level 39 is 7w7,0
8rhb5wTCero,this is such a beautiful song WOW ;;;;uuu;;;;; but what do all the hand and arm gestures mean?,1
5xgX_tNTWgs,"Considering how big of a story this Harvey Weinstein thing is, Jimmy Kimmel took it very easy on him on this monologue.",1
k3_okqCU1so,"I've followed you since god knows how long from a young teenager to an adult today , I feel like I've grown as a person with you  You're amazing . Again , congratulations , may you two live happily ever after ",1
MbOFUsw-dqQ,I'm falling in love with you Emily Hartridge,1
4NJYWgb6dQM,"This is old sound mixed with hipster and a huge scoop of unoriginality, in short it sucks. Kimbra is a million times better than this.",1
JgYfZAjOgEM,I'M CRYING,-1
w4SKo5jU64I,Look at all these troglodyte homunculi degenerates that the show itself mocks doing exactly as they mock others for doing.,-1
FwCCxSS9VkI,sounds like pakin & damndef - KKALI,1
ha-OKyNiHNE,"JIM What hairdryer do you use, do you use it everyday, what hair product/s do you use and do you style your hair everyday?",0
x_Akn8fUBeQ,Was very pretty now what is actually going on????,1
_n0Ps1KWVU0,very good,1
2HcqS508lIo,Nice one - what you built here is just great,1
AHTCnDycWYg,Shut Up Dude and Watch This Video,0
SVyVAJPHob4,Arsenal have most stupid fans. They get spit into face almost every week and they keep saying its just raining...,-1
ykUupQoJsIY,"dan: i set fire to pasta because i didnt know you had to use water to cook it  *dissapointed, janice*",-1
PgeJ0XYuI2E,Thanks for the breakdown,1
76WkDuiAjeY,When she said Mark I thought it was going to be Markiplier,0
zqbYukKfnEk,why are you changing the way you are/act to please other people? like do your thing no matter what people think,1
Y61Q5w8qdSw,Why is everyone hating on him??,-1
Z4zXQV94foU,she is so cute,1
p89x77BhIEY,Monroe handled himself well. Should have picked the little snot nose up and throw him on the stage! Bad parenting by Saunders.,-1
DtsWj9XiOIY,Favourite.Video.Ever it made me cry you are amazing Amber!!! #2millioncomingsoon,0
FpZ1sIjQrf4,When you notice your brother says yasssss all the time.........,0
RrmGrkuiY50,Your split has broken my heart. However this is a great track to drop before the end.,0
dE9-DgGYZRU,pls make if your trap in a little box,0
0H3MirHyX2w,lmao,1
iTRWe2XGEGA,You can tell that this wolf has been raised by someone and it just wanted to connect with these people.,0
ufE-HaySXSg,I'm 18. I guess this is my last year of not being retarded,1
bjqAvwvZ0w8,"I'm so excited for this series!! the whole young professional, almost casual journalistic persona really really suits you and your channel Lucy it's so cool",1
oQ1rAFV44hU,So amazing song,1
#NAME?,Thanks amillion times Fergie for bringing back your old style of singing back!!! Missed it a lot!!!,0
D8cf_QBghng,"1:08 I would tell Cristiano not to worry because public opinion is not just the opinion of the press, radio, television, etc. Spanish communists...lacking objectivity and full of hatred and envy towards the best club in football of the last CENTURY.",0
SHq2qrFUlGY,"Without a doubt the song is catchy, but what's up with Shakira? She stuck in the same choreographies, I already know those movements by heart.",0
x_Akn8fUBeQ,Window media player,0
TLfwSd-tLcM,I'm not that poor I can buy one,1
#NAME?,Actually randomly early for once! Great vid as always Amelia,1
uBGECC5U09Q,Isn't Every Alien movie a series of unfortunate coincidences ? The Engineers are not smart enough to kill their own creations . Question : how many other planets have the modified ?,-1
yZMt87ZdUbw,"You gotta check out Emma Clark's other book Thor's Other Hammer. For real, that is a thing that exists.",0
0Pz7DnHikLU,DEAR EVAN HANSEN YASSSSSS,1
PLyMj7k5Ths,brandon is sooooooooooooooooooooooooo cute i cannot,1
03IUgOd4GH4,how do i send my fan mail.,1
Uc32z-wgxU4,I always enjoy westerosi animations!!! Great storyline.. Rich history behind everything!! Genius stuff,1
Nkddddt_IVE,It's a bird,0
wOrmr5kT-48,Capitalism,0
BqL9T0_ClUg,at least they no longer have to suck his old dry dick,-1
Q0CbN8sfihY,To fulfil your destiny..!,0
BBn_fo8NprY,My four favourite people in one video,0
RxIh_0q524c,"Hi Wil. You can try to visit san.roque village, sto. Thomas batangas to find a cure . its all organic",0
pgpKCvagce4,"Teairra Mari was once protege for Jay Z back in the late 90's early 2000's.   And would have been the next big artist.  Just a few years ago just started to look up some her music just to see what she was about.  And found a lot more specially that she talented and can sing.  She can back it up and there still a lot of her tunes online.  From singles to EP's through the years.  Very impressive and she's absolutely beautiful.  You see there's more that meets the eyes about Teairra Mari she can act and does her writing if I'm correct she's  got that potential,but got shelved.  Dismissed from the industry for not being that person to do what not good for her brand.  At the beginning of her career it's like she was that it girl for a moment. But her intentions was to be an artist a triple threat who could act,dance, she even did independent stuff even major labels past on her.  She seemed like just when things were setting off for her then it's like it never happened.  Teairra Mari is like most who have the talent,but just didn't get enough push or promotion for her work.  I have admit I just started listening to lot of her early work and recent. A single titled Deserve. Which came out a little after the first season of Love And Hip Hop Hollywood ended it's season one season.  I have to say there's something about Teairra Mari she's  very talented and underrated artist in the music industry.",1
TYR_7CeO39E,"It makes me sad that Luke Evans is gay, because he's really hot. ",-1
3WEvgqcP8mg,Uggggggh she's SO CUTE <3,1
3QzUSSKfEeA,This Song Goes Hard Lit,0
G1VEccH7jJ8,this is all happened for a youtube skit,0
ba2wNmoFk30,Thanks so much for doing this video and for being so open. I can relate to what you were saying about reading being helpful for your mental health and comforting you through tough times. although it's only this year that I have returned to reading & found book tube and it has a been a real comfort and life saver for me. I have read 80 books since May when I started reading again and I can't believe that I stopped reading for 7 years!!! Thanks again for sharing,1
KCNvREKTnQc,The people on Hollywood know about all the sex and pedophilia and didn't do shit. Screw them all,1
uE6iQ5HiJts,Go ask Jesus,0
bmblT8_9-7U,"Did Reznor produce any of this, or is it just his lasting influence I can hear?",0
uBGECC5U09Q,I'm still waiting for Everything wrong with IT,-1
wenFLUp44Fg,Love your attitude and energy!!!,1
hmhlamsHW04,EEEEEK!!!! Alexander has a hairy chest AND a nice ass!!! (jumping and screaming like a fangirl with panties falling on the floor).,-1
_yIg9OTys6o,"This legitimately made my day, fantastic work Solaire, fantastic work indeed.",1
03IUgOd4GH4,Liza react to Irish people react to liza koshy,0
AaGVAaGylgQ,I aint got no issues.. But with the devil.. Thats my new saying,-1
eGFTUTRd_oA,So glad it has been a more positive week for you you amazing woman ️xxxx,1
jmc7aUVKCMA,"I call bullshit. I think Elon Musk has a lot of genius  in him, and a lot of crazy too.",-1
BGOAmt0YI7o,i like that they pitch this interview for a drama by showing their 2 roles in non drama movies.....shouldn't they have gone Robbie in Wolf Of Wallstreet and Gleeson in Ex Machina,1
1yYV9-KoSUM,Are they talking about when they were relevant,0
8Lv3tW7bWzU,"ahaha, here have these books they made me cry!",-1
41taYOq1kVY,"Goosebumps!!! I am sooo happy. P!nk, my love, my drug, is back!",1
m59HKBUi3cY,Gigi doesn't care about YouTube now that she has that billionaire money. Too booked to be bothered hunnnayyy!,-1
0AaApxaD170,"Lol, okay, i know this comment is slightly irrelevant, but could you do a zombie ballerina or creepy ballerina? I feel like all zombie makeup tutorials are based around guys (not yours though) I am in ballet and just thought it would be cool :)",1
ofz2cHLkiRI,smaller watch!,0
S0cGltz5gFc,I'm so proud of you for sharing your story. It's so important to open a dialogue for men to discuss their stories too.,1
yNnvz85nWNU,So cute!!!! I can't wait for their comeback!!,1
#NAME?,Veganism has also changed my life! It's so lovely when things fall into place. Thanks for sharing your story. It resonated with my own story so much.,1
KBk0-QDjWfA,Am quite late but saranghae Bobbyah..   The chorus is just loooove!!!,0
v0zIWuPHbAY,1:16 IS SO TRUE AHAHHAHA,1
RpE_vEzZYD0,I was 3 when he had his testimonial match I have it on DVD he's a true inspiration,1
NRjDqw1w7k8,"10 000 views uUUUUUUuu (now i won't click skip ad, just for you)",0
jl1CzzsNVcg,"Well I guess I'm hyped, I just won't know where to start. People will do amazing things in this game and I'll just sneak around in those bushes.",1
6l5P7jHUcjI,"YB and Evan are two of my favourite Buzzfeed members! Just behind Shane and Ryan (Unsolved), Zach and Keith (Try Guys), and just ahead of Stephen and Andrew from worth it!",0
uK4plxfJa10,I see pink and white x,0
bY8-TUD3_Zo,"Can you talk more on evil morty? Well just watch the end of this season watches end of season, pleased, but still unsatisfied there was no evil morty. Dan harmons a LIAR!!! Unless, a secret extra episode or something?? #BethIsAClone",-1
mHPB7raBvM0,You have a beautiful family bubz . Love ya  I love when Isaac says hi mummy . So sweet,1
QGEt1UctaO4,"Shibazaki, my only hero in this mess",0
bZbI9rmpaEw,"My little pink princess! Great, as always my queen.",1
TYR_7CeO39E,Luke Evans,0
M0Elz3UTNp8,She got eyebrow lift she used to have creases on her eyes.,0
67B1ITzDgqo,It's time to rewatch gilmore girls)),0
_SzWAfsdZXY,This looks fucking amazing,1
MrujGOjzUI4,Dollar store with little Liza!!!!!!,0
iL_-GwbEP4g,I can't get enough of that melody,0
QGEt1UctaO4,La Liga stadiums always seem to have empty seats lol.,0
iALfvFpcItE,Really good video....,1
Y_IuRdyDrdM,"best story teller, him and Chris Pratt",1
aNlUKzO1ThY,"Where in the world can you find mass shooting become a regular occurence? Almost all shooters were white. But no one blamed their white families. Now you have a white shooter with a non-american, non-white girlfriend who is on the other side of the world when it happened and yet her photo is everywhere like she was the one holding the gun. Hmm.. something is NOT right.",-1
E3DWd2dTiaQ,dafuq how is this on trending?,0
G8SsIMqvdNM,SLAYYYYY,0
TrMTFvHDv2o,I loved how Dinah danced,1
tSLjM6cZaTo,"she is drug addict too, smoking weed all of the video.",0
yB9pN0H7saA,Please take your P45 and leave Mrs May. You madam are a disaster waiting to happen and Corbin isn't any better.,-1
1pCSv7uXcxE,Where's your black denim jacket from?,0
0G9L9QKTSQM,Scandashians. .. what a life.,0
saoBoW2r6tk,"You know in a way Bubs, by helping girls have access to education you are not only helping with gender equality but also climate change as well! Research has shown that providing girls with education helps them to make family planning choices later in life which can lead to reduced carbon footprints. So really you're doing 3 great things in one!",1
HUUsEgAe8x4,How about Freddy fazfish?  x3,0
M16CGK1T9MM,Lol I have plenty of pics of the tower. Is the EU gonna come after me?,1
eemr5iR-wyc,"I get the existentialism, I really do. But at this point, the anti-religious spirituality movement has become very similar to religion in their near-dogmatic overusage of key words (such as consciousness) and the near-identical way in which they all almost always choose to explain their new-found enlightenment. It almost always comes across as condescending and ego-driven, as if they are trying to lord over others with their spirituality. It's like in Christianity, what I call Christianese when someone has all the right Bible-verbage, all the right theology, and all the right Bible-belt mannerisms (if you've ever been in the Bible-belt to old-fashioned churches, you know what I mean); it's still an extension of their ego in that they build this image so everyone else can view them as the gurus of their organization.  I mean, there are people I've met who exude a high level of self-awareness, but they seem so much more real, humble and down to earth in the way in which they explain it (and how often they chose to explain it or not explain it). Sometimes your life can be an example to others without necessarily saying anything in particular; just the way you treat others and even yourself can speak volumes. Jim is just finding his way (like we all are), but sometimes too much is too much.",1
lRrHALK5b_I,Kindly share how much  the stool was?,1
QBGaO89cBMI,$limeyyy af dood ; tom yorke iz totally a Slimydood,0
uV002CSNDac,I work in a butchers. I need to get a box of chicken wings and a few bottles of hot sauce. Just as good as beer. Even better with beer.,1
MdzGZv3zQ-U,Everything Action does is GOLD!,0
22tF3y_epZs,Celeste is the best.,1
fEYJt5s4gJk,I really enjoy come shopping with me videos (:,1
TF0TRv7Fw94,HE ONLY HAS 356 VLOGS UPLOADED WTF WHAT A LIAR,-1
NsjsmgmbCfc,The name will either be Lucy or Darla!,0
Ap5hoCTkTUM,That hurt me,-1
gOsM-DYAEhY,Dis I Like!,1
Z7R8XRKqHAI,OMG YOU GO BEARDMAN,0
c5vSFtnWkDA,Love your new home!,1
xig77hiUHig,where is iphone 9?,0
AYcIaKpqE1k,Subscribe To My YouTube,0
9mAcJRFfAL0,Well how does it taste?,0
TZtEVh6Wrgg,"Kostja got style , but Kolja got some great personality , real people person .",1
0eKdNcP4xrM,Watch Cocaine Cowboys 1 and 2 & The Two Escobars.,0
bmblT8_9-7U,Meh.,0
x_Akn8fUBeQ,rip jimmy neutrons,0
76WkDuiAjeY,I hope you guys enjoy the video! A special thanks to Lindsey Stirling and Mark Ballas for helping me with this cake. You can vote for them to stay on Dancing with the Stars every Monday!  #TeamSTARK,1
7gcl6t7P3qw,Hip hip~ *jumps and bellyflops* BAHHHHGSGHDGNF!,0
dRX0wDNK6S4,May  God keep blessings you . Keep singing for your heart.,1
f2oUaPFlbW8,"watching this movie is like wearing binoculars, while being spin in fast merry go round, and bombarded by loud noises",1
74zJ4scJzNs,Satire or weak argument?,-1
t2oVUxTV4WA,"2:08 We all know, trust us.",1
pOZ5FrTMQMA,Second I saw u on stage I said u will become something,0
XpVt6Z1Gjjo,"Stand strong kekistan Brothers and Sisters, they will never oppress us!",1
nQwolVLD1MM,LEARN PEN SPINNING PLEASE.,1
Ca3rEOlAfpc,"With fall here you should level up some comfort foods like chilli, or chicken soup or leveled up apple pie yum lol",1
w58C1Vu10Is,white people,0
ToUXPpIHsNc,Lydia u r gorgeous!)),1
h_58pbU9udQ,I LOVE SHANE IN HIS FANCY OUTFIT OHHHH MY GAWD BITCH I'M SHOOK,0
c7ymY8QEB2g,follow4follow,0
VX9IAt75P28,i would choose Tom Cruise to be my mom.,0
6o5L1WafILo,Clapping.... ..get peter and paul  in there and I'll give a standing ovation,-1
JpCuIahlvR0,"It was a good game and I saw the result more or less fair from what was seen, in the last minutes if we had taken advantage of several scoring chances we probably would have won the game.",1
qVUSLxQyy9c,What's next? An assasination attempt?,0
Ap5hoCTkTUM,Your ideas just blow up my mind,0
t3AVtQkEHaE,So glad this dude wasn't a one hit wonder,1
y_h_1uN2RQA,He has a cute voice,1
qnSp6GwsI78,Love this video <3,1
#NAME?,"i have Tarantulas as pets lol, luckily mine are all quite shy",1
htAqXYmFKgo,Damn... Thats all I can say,-1
QBGaO89cBMI,This makes me want to cry. Something powerful in the voice tpwards the middle of the song. It's beautiful.,1
1yYV9-KoSUM,wow i used to like her as a kid.,1
XsFitrO-nYk,Anthem,0
PbW14E2eHJ0,️️️️️,0
JLgUdZ5_CDg,Can't believe the fa sacked mark Sampson all because he dropped 1 player who didn't like it he was cleared twice of any wrong doing from 2 different investigations no other players are saying he did it England just got rid of the second most successful England  manager so good job,1
cqSlyWXar8I,"Mike, shes still your date remember, shes comingggg",0
KuPGRc6EKCo,When I went to every store for D batteries and I say sir do you have D batteries and he said D batteries Deez Nutz where sold out!   Then I found D batteries at the Farm Store and paid 12 Bucks for.4 D batteries.,0
8rbUudNk_k0,"THIS IS ROCK N ROLL, SHIT MORONS",-1
nd_EYo96lmo,In the minute 1:54 appears the flag of millionaires a colombian football team hanging on the wall (it's nnot football american)  Vamos millonarios y si se español también #millonarios,0
fUffrvUjwCY,it's so fucking amazing!!!,1
MiZCudqoFAU,"It's not rocket science why, Bill Nye. Damn",-1
M_aY0YlQdSM,LeBron is forever a bitch for selling out on his hometown Cleveland to join two superstars on another man's team in  Miami to coast to 4 staright finals. KD's problem is only half of what LeHoe has already done. But ESPN would never slander their beloved queen,-1
oZlJZ0BhXsA,The one with the ad is the best,1
QlRWZuKPVoo,Rihanna style,0
tlTKTTt47WE,But what if we dont have to simulate everyone? What if were all alone? What if everyone else is AI? What if were AI? :(,-1
SeUyzOP3mys,she is just stunning.. like just marry me already,1
5IP8jQNXDOo,"I don't even have to scroll through the comments to know that there are a lot of fucking losers in here who are wanna be journalists and reporters that think they have anything to offer on this story lol. The only people who know what's going on are the police, that's it. So stfu and when they have anything new they'll tell everyone and then you can act like you're the one who knew it all along.",0
7TN09IP5JuI,Terry crews is simply Incredible,0
o0Ddl1DI-go,"Jackie! Check out Deva Curl products! No parabens, alcohols, and bad dry chemicals that you see in horse and mane and herbal essence.",-1
VAKs3gaNGqo,"Keep the stars, get rid of the sock boots",0
xF7_tPoCihI,Best way to end the day,1
WfjZ1otkS3o,"Well done that man! Just when you think that there is no hope for the human race, when you think  that despair is the only possible response to the world around you, along comes   a man like this who makes you proud to be a human, makes you think that maybe just maybe there is hope. Such an eloquent and heart-felt speech.If it doesn't move you, you aren't fit to be called human.",1
7ocf8suHnP0,Danny falling on the judges,0
OOwfl8yY7nc,Avgn can you please do solstice for Nintendo? Cool music hard game and when you die the scream will be in your dreams,0
1NyMSWqIJDQ,I love these songs <3,1
APHgDFRpCi0,Like si vistes a ANITTA,1
xItyQC64KWQ,"Sorry Amanda. We would be more impressed with a finish than going 5 rounds. It's supposed to be the Ultimate FIGHTING championship, not the Ultimate Endurance Championship.",1
LcZ2AuvxXNA,My name is Oliver Queen...,0
oDIDZ9EmQfA,THAT INTRO  so AWESOME️️️,0
G1VEccH7jJ8,the ending song ??? anybody ??,0
vlzHNY2SWps,also khyan fucking mansley,0
aNlUKzO1ThY,This could be like that movie shooter ! Gov set uo,1
JLgUdZ5_CDg,I'm sure eni aluko will still find something to complain about,0
iv1zeGSvhIw,"It's really wonderful. When I'm watching when this rocket is returning from space and landing, I feel like I'm watching the next chapter in space exploration. Congratulations to SpaceX. Elon Musk, I do not think you have time to read the comments, but you know how to inspire people.",1
w4SKo5jU64I,Fucking sad fat americunts,-1
6jt3asyth4s,I love this look. Simple and yet beautiful. Thank you. ️,1
wHSJljq_41I,"Damn, the colour grading on this video is beaut",0
WRplVmpZCa8,sounds like something to take acid to,1
uCVuyIQZ-lA,i Need like at least 18315668713625868148634547164855553546761482484 Part *Rihanna's voice* COZ I CAN'T GET ENOUGH,1
b-znn2eQL08,"If I could like the video 100x, I would!!!️",1
a2VRtAFqb4U,"As a huge Tesla fan, I love LOVE the concept of over-the-air-updates.  What other car can ship without functionality but then have it magically update later?  Can't wait till they do the radio.",1
dt__kig8PVU,Perfect for this year Kukur Tihar.,1
YQYslaA1Lus,I liked Drunken Hot Girls.,1
F5D1x-OtGME,cedric shoulda said I like watching you sleep...,1
XBGCYqRInM8,I cringed intensely when that big rig crushed that Duster,-1
bzJNg0BqA7A,so so good! love the message :),1
nYwhZwA9JZo,Loooooveeeee!!,0
0ptNpGfMRCg,2:07 he said aboot,0
FpZ1sIjQrf4,I love when she's naming the actresses with the first name Jennifer and is just looking around lmao,1
3xsEUB-Az94,"Please please please do a review on The Ordinary Foundation !! I'm so intrigued and ready to buy but want to know how the colour matches up as I'm buying online !! Loved the video, miss you Lily xx",1
MbOFUsw-dqQ,"@swearing: it's much less of a deal in germany, believe me! it's always quite funny to see how not-so-lady-like women from the UK or US apologise for or worry about those kinds of things. also it's a little sad to see such pressure to behave in a certain way.   i mean, we do have social situations where it is absolutely NOT ok to use swear words, sure, and some where it may raise an eyebrow or two, but in general, when someone has a reason to swear, (s)he swears.   above all, there's not THAT huge a difference between men and women regarding swearing. it may be a little amusing for many when a woman swears like a drayman (as a german saying goes), because, despite our hun-like, blunt and barbaric nature^^ we do have a concept of lady-like, but seemingly we are more comfortable with a greater variety of female behaviour.   great video, as always! have a nice weekend! :-)",1
fu_YIpRnoa8,"Lovely video, Sanne! As I get older I think about this more and try to both read more and not waste time on things I don't really enjoy. I have to add, though, that you should give Middlemarch a chance - it's absolutely full of interesting characters and a world you can absolutely get lost in!",1
2RbyOUqqR8c,this guy sure did his research.,1
bukzXzsG77o,#1 trending in Canada,0
KzMbSDbNpiM,Harry styles is a legend,0
ec0kn1KdnsM,So nice seeing the inside of my favourite place to work in whilst I'm across the water in Liverpool for Uni.,1
lLN1FwiqGwc,"Maybe because it subverted my expectation, but I laughed more in this movie than I think I ever had in a legitimate comedy. I hate that saying that gives most people the impression that I'm trying to be edgy, and for that I almost wish I found it scarier, but I could not stop laughing. Even for small design choices like bug-eyes or the voice they gave Pennywise had me giggling to myself and scenes like IT as Georgie getting their head blown by the sheep gun had me legitimately in tears. This doesn't lessen my opinion of the movie, as the first will always be in my heart as the childhood terror anyhow, so it's better to have this one settle in my mind as The hilariously goofy one.",1
txvKrTplOVs,Conan PLEASE play Metal Gear Solid V Phantom Pain for the next one it would be so priceless to see his reaction to the opening for that game pls upvote if anyone else would want to see that,1
0Ac0Q7iL_T4,Why do you keep appearing on trending ffs,-1
2XzXLzA2Hrc,"lil bit of early arctic monkeys vibe, with a heavy dose of krule. im diggin it",0
lRrHALK5b_I,Hi gabbie I really feel for you maybe it's your B12 that is low or you are aneamic sorry for spelling but you know what I'm saying hope you feel better soon,1
d8U5funnyA8,My 2012 Mac mini is still smooth even when editing 4K video. It is actually faster than my custom PC with a quad-core i7 and a GTX 1080 (proof on my channel).  I think Apple should refresh the Mac mini with internals of the new 2017 MacBook Pros + some Thunderbolt 3 ports. That would make it really popular for prosumers and amateur content creators looking to try out macOS. Groups of potential customers Apple seems to be ignoring.,0
txvKrTplOVs,"Conan stays getting fuqd up, every game he play",1
Vx0oRAg47Bo,"I'll be honest, I REALLY liked the first movie and I'm looking forward to this one. Maybe it's the fanboy in me talking, IDK.",1
gOsM-DYAEhY,It should be in fifa 18,0
MtOiRhapfFE,Made my day!,0
Me72dNRpjcU,Amazing voice & Body .,1
bhTDq2t6UpM,What the hell is Glenn doing?,-1
UkMZJrbCRdQ,Jesse Agar from This Place was the guest artist!,0
NeSzAJv6naY,Two cops at point blank range; neither decided to shoot him in the leg. Wake up sleepy heads.,0
ufE-HaySXSg,Such videos need evidence. scientific evidence or at least mention a research because this world has a media that is full of mistakes,-1
abeF5zQbQEM,So did he got to literal jail or did he just get fined,0
L4titplowQY,Wait what....did she say this is me at the end!???,0
TNhyrPaGFYQ,Comment on this,0
aepr6ynzeX4,What brush are you using to apply the product?,0
0qfgZJNCCJQ,your are rocker 55555 you socuet,0
wVXIs2l_WqM,"I have a question about the Missguided sunglasses! They look really cool but do they have UV protection? :) Love watching your vids Helen, you are hilarious and just so down to earth! Hope you see my comment!!",1
iNDiTyl7ap4,"Im repeating this because I didn't even get one reply.How could this Jason dude ever face anyone after deserting his fans in the way he did. He did not even say ONE WORD let me repeat myself not even ONE WORD to the bewildered crowd.How could heleavehis fans for dead?How many paid good money to come and see him and look what they got in return.His fans needed him to say at least something,but got nothing.SHAME ON YOU!!!!!!",1
LcZ2AuvxXNA,WE NEED MORE PANDA TRICKSHOTS!,0
H7ojygIbMYk,I hate this kind of music.,-1
